Week_Start,Country_Code,Total_Events,Media_Volume,Total_Sources,Total_Mentions,Avg_Articles_Per_Event,Source_Diversity,Media_Tone,Avg_Goldstein,Root_Event_Count,Positive_Event_Count,Negative_Event_Count
2024-02-25,BR,5654,41801,5848,43490,7.3931729748850357,1.0343119915104353,-0.72096207472125773,2.5662362928899891,3885,2254,3234
2024-03-03,BR,4723,36626,4891,37730,7.7548168536946855,1.0355706118992163,-0.58447052978664948,2.6647258098666109,3318,2142,2476
2024-03-10,BR,4862,37336,5001,38510,7.6791443850267385,1.0285890580008232,-0.74641078892597956,2.6500205676676272,3396,2028,2654
2024-03-17,BR,4673,34739,4765,36072,7.4339824523860463,1.0196875668735288,-0.703041012141,2.6104857693130747,3225,1973,2554
2024-03-24,BR,5274,37546,5462,38953,7.1190747061054243,1.0356465680697771,-0.47911230492678869,2.6136139552521795,3573,2327,2787
2024-03-31,BR,4776,35113,4837,36254,7.3519681742043579,1.0127721943048578,-0.64387328185987291,2.6574120603015068,3232,2174,2493
2024-04-07,BR,5175,37636,5271,39003,7.2726570048309185,1.0185507246376815,-0.77922398943964888,2.639768115942029,3506,2245,2795
2024-04-14,BR,5153,38032,5339,39276,7.3805550164952463,1.0360954783621192,-0.41594747621611405,2.5951096448670681,3428,2301,2617
2024-04-21,BR,4688,35860,4766,37035,7.649317406143342,1.0166382252559727,-0.54470577981090684,2.5751493174061437,3323,1961,2606
2024-04-28,BR,4078,30324,4161,31248,7.4359980382540467,1.0203531142717017,-0.52936574590093111,2.8634870034330553,2848,1855,2103
2024-05-05,BR,5346,39215,5473,40438,7.3353909465020575,1.0237560793116351,-1.2631614951546675,3.3395061728395055,3821,1978,3233
2024-05-12,BR,4610,35340,4705,36717,7.6659436008676787,1.0206073752711498,-0.65128585368944536,3.0264859002169184,3275,2001,2484
2024-05-19,BR,4913,36834,4998,38444,7.497252188072463,1.0173010380622844,-0.56125351874434637,2.707164665174028,3512,2203,2590
2024-05-26,BR,4227,31813,4296,32834,7.5261414714927861,1.0163236337828245,-0.53256291126085409,2.6872722971374503,2858,1828,2217
2024-06-02,BR,4491,33972,4538,35654,7.56446225784903,1.0104653751948347,-0.26630142808345342,2.6870630149187265,3211,2089,2278
2024-06-09,BR,4885,36694,4990,37998,7.5115660184237472,1.0214943705220061,-0.38437827124608392,2.7122620266120778,3394,2291,2437
2024-06-16,BR,4804,35838,4894,37054,7.4600333055786869,1.0187343880099917,-0.72570651488401772,2.6257493755204,3295,2092,2550
2024-06-23,BR,4462,33554,4580,34959,7.5199462124607814,1.0264455401165391,-0.57408124861661713,2.6558045719408336,3348,1949,2392
2024-06-30,BR,4539,33631,4670,34484,7.4093412645957253,1.0288609825952855,-0.8048606603680748,2.71185283102005,3074,1821,2566
2024-07-07,BR,4374,31607,4429,32834,7.2261088248742595,1.0125743026977596,-0.62003359459087637,2.7021033379058075,3107,1834,2401
2024-07-14,BR,4083,30880,4158,32178,7.5630663727651246,1.0183688464364438,-0.37695183659953663,2.6584864070536374,2932,1868,2065
2024-07-21,BR,4504,32892,4586,34206,7.3028419182948472,1.0182060390763765,-0.25303300486996982,2.8236678507992905,3027,2108,2270
2024-07-28,BR,4397,31627,4466,32791,7.1928587673413711,1.0156925176256539,-0.48409461267793663,2.7851034796452128,3053,1935,2321
2024-08-04,BR,5103,37325,5281,38615,7.3143249069174994,1.0348814422888497,-1.0700450302399429,2.7793258867332944,3706,1901,3072
2024-08-11,BR,4998,37466,5183,38805,7.4961984793917562,1.0370148059223689,-0.86229824028990731,2.625670268107243,3458,1978,2870
2024-08-18,BR,4615,34533,4714,36285,7.4827735644637023,1.0214517876489713,-0.56390635367525266,2.567670639219934,3260,2076,2396
2024-08-25,BR,4928,37086,5036,38469,7.5255681818181817,1.0219155844155849,-1.04328748727272,2.5613433441558442,3513,1851,2980
2024-09-01,BR,4911,36035,5022,37131,7.3376094481775622,1.0226023213194868,-0.918475167664492,2.598676440643453,3355,1928,2842
2024-09-08,BR,5615,40446,5729,41661,7.203205699020482,1.0203027604630455,-0.808328230068234,2.595173642030276,3899,2274,3196
2024-09-15,BR,4930,37627,5044,39156,7.6322515212981719,1.023123732251521,-1.0096736410338409,2.5645638945233267,3340,1963,2848
2024-09-22,BR,4965,35723,5059,36634,7.1949647532729095,1.0189325276938572,-0.58359148141788131,2.7623967774420946,3486,2155,2627
2024-09-29,BR,4417,32092,4496,33567,7.2655648630292067,1.017885442608105,-0.48216672413922923,2.7684853973285035,3053,1916,2350
2024-10-06,BR,4782,35366,4940,36975,7.3956503554997894,1.0330405687996651,-0.34135166158881,2.7324759514847341,3417,2204,2391
2024-10-13,BR,4562,33861,4606,35277,7.4224024550635681,1.0096448925909696,-0.38670716756860607,2.6595352915387993,3200,2090,2338
2024-10-20,BR,5328,37558,5437,39201,7.0491741741741736,1.020457957957958,-0.6162145526617413,2.7743243243243243,3563,2257,2888
2024-10-27,BR,5322,39916,5458,41492,7.5001878992859821,1.0255543028936496,-0.51831890473864994,2.6753851935362643,3700,2340,2822
2024-11-03,BR,4661,34261,4781,35434,7.3505685475219931,1.02574554816563,-0.3855508535002018,2.5753271830079383,3322,2164,2348
2024-11-10,BR,5730,41765,5908,43309,7.2888307155322858,1.0310645724258292,-0.18608857333684506,2.5746596858638737,4029,2736,2792
2024-11-17,BR,10497,62719,10915,64741,5.974945222444509,1.0398209012098703,0.076850536658600963,2.6676860055253879,6476,5263,4980
2024-11-24,BR,5193,38916,5336,40528,7.4939341421143837,1.0275370691315238,-0.580003876604665,2.6510494896976695,3474,2117,2938
2024-12-01,BR,4689,34576,4776,36088,7.3738537001492848,1.0185540626999361,-0.17299674305784887,2.6040093836638945,3146,2305,2285
2024-12-08,BR,4563,34171,4672,35903,7.4887135656366421,1.0238877931185626,-0.827361518850519,2.7006136313828621,3155,1762,2693
2024-12-15,BR,3992,30958,4068,31842,7.755010020040082,1.0190380761523048,-0.6278016034658167,2.7799098196392782,2809,1635,2236
2024-12-22,BR,3102,23858,3195,24614,7.69116698903933,1.0299806576402319,-1.3164267437959389,2.6384912959381048,2177,1071,1938
2024-12-29,BR,2967,21694,3046,22243,7.3117627232895188,1.0266262217728346,-0.36907069370890383,2.7966295921806541,2061,1354,1533
2025-01-05,BR,3725,26681,3761,27803,7.1626845637583889,1.0096644295302015,-1.0042059098953071,2.5762953020134232,2609,1531,2108
2025-01-12,BR,3566,27328,3625,28338,7.6634885025238377,1.0165451486259116,-0.63512608563536888,2.8791923724060573,2476,1523,1973
2025-01-19,BR,3788,28725,3836,30710,7.5831573389651563,1.0126715945089757,-0.38441329322499268,2.7863780359028509,2647,1732,1920
2025-01-26,BR,4577,33590,4642,35180,7.3388682543150541,1.0142014419925724,-1.0234344596978426,2.7511688879178497,3145,1784,2676
2025-02-02,BR,4053,31413,4128,32454,7.7505551443375262,1.0185048112509258,-0.48376421650296231,2.7981741919565746,2836,1896,2052
2025-02-09,BR,4172,31690,4248,32878,7.595877277085334,1.0182166826462129,-0.50858992727060626,2.7639261744966448,2913,1858,2182
2025-02-16,BR,5003,36798,5091,38323,7.3551868878672808,1.0175894463322008,-0.99496972829644,2.6116729962022789,3335,1935,2917
2025-02-23,BR,4118,30872,4205,32037,7.4968431277319079,1.0211267605633805,-0.321349665484083,2.7271491015055842,2850,2009,1986
2025-03-02,BR,3494,26016,3582,26923,7.4459072696050379,1.0251860331997709,-0.18177204339301831,2.8181740125930168,2488,1669,1686
2025-03-09,BR,4066,30607,4109,31846,7.5275454992621764,1.0105755041810138,-0.65452543363273974,2.58898180029513,2811,1713,2240
2025-03-16,BR,3977,31058,4036,32165,7.8094040734221775,1.0148353029922059,-0.428457634859218,2.6968066381694737,2827,1808,2058
2025-03-23,BR,4403,31892,4504,33042,7.243243243243243,1.0229389052918474,-0.35760454546300119,2.6148535089711564,3069,2067,2229
2025-03-30,BR,4180,30917,4248,32123,7.3964114832535879,1.0162679425837324,-0.41621709615703273,2.5221531100478458,2947,1953,2113
2025-04-06,BR,4346,33006,4390,34116,7.5945697192821005,1.0101242521859184,-0.55186203635998277,2.5671421997238837,3191,1849,2375
2025-04-13,BR,4038,30314,4094,31347,7.5071817731550272,1.0138682516097075,-1.0567396388657251,2.7140416047548284,2794,1634,2314
2025-04-20,BR,5221,37136,5326,38412,7.1128136372342441,1.0201110898295345,-0.68131218854698283,2.6522313733001344,3418,2161,2875
2025-04-27,BR,4303,30891,4364,31989,7.1789449221473385,1.0141761561701139,-0.42568855720739113,2.7295375319544508,2903,1867,2263
2025-05-04,BR,5284,36446,5353,37748,6.8974261922785765,1.0130582891748678,-0.27669403765737693,2.7286903860711575,3615,2570,2581
2025-05-11,BR,5204,35734,5254,36898,6.8666410453497315,1.009607993850884,-0.17756396498064525,2.7128170637970781,3622,2490,2598
2025-05-18,BR,4763,36232,4812,37305,7.6069703968087339,1.0102876338442159,-0.37996901347212036,2.7240814612639106,3305,2193,2444
2025-05-25,BR,4397,33564,4446,35068,7.6333863998180584,1.0111439617921314,-0.47878416469473523,2.6830111439617919,3046,1889,2413
2025-06-01,BR,4844,35296,4915,36644,7.286540049545831,1.0146573080099095,-0.39834058799862876,2.5047481420313797,3332,2235,2520
2025-06-08,BR,4379,32892,4428,34224,7.5113039506736667,1.0111897693537342,-0.56612689995144072,2.6165106188627552,2944,1825,2405
2025-06-15,BR,28,230,28,230,8.2142857142857135,1.0,-1.2213398649429081,3.4321428571428574,23,5,20
2025-06-22,BR,52,294,52,314,5.6538461538461542,1.0,-0.82597951338264064,2.85576923076923,40,25,27
2025-06-29,BR,3566,24669,3637,25402,6.917835109366238,1.0199102636006732,-0.059783022591220925,2.6071228266965791,2329,1742,1738
2025-07-06,BR,7876,49643,8316,51379,6.30307262569832,1.0558659217877104,0.021577283193359883,2.6480700863382407,5069,3789,3890
2025-07-13,BR,5429,39721,5567,41267,7.3164487014183086,1.0254190458648005,-0.90334576092072683,2.6640633634186774,3649,1862,3393
2025-07-20,BR,4416,33776,4487,35145,7.6485507246376807,1.0160778985507253,-0.96522947388254665,2.6582427536231883,3072,1702,2640
2025-07-27,BR,4960,37199,5054,38631,7.4997983870967735,1.0189516129032259,-1.0905821197603551,2.5484677419354838,3319,1697,3100
2025-08-03,BR,5811,41252,5957,42564,7.0989502667355042,1.0251247633797969,-1.1383902409181965,1.9776630528308385,3999,2024,3599
2025-08-10,BR,4759,34746,4802,35862,7.3011136793444,1.0090355116621139,-0.71147604595056679,2.6852700147089732,3288,1942,2653
2025-08-17,BR,4676,34730,4737,35640,7.4272882805816947,1.0130453378956374,-0.56038395584419987,2.6048759623609934,3287,2030,2497
2025-08-24,BR,5658,38396,5731,39643,6.7861435136090495,1.0129020855425945,0.0854503766021735,2.696907034287733,3999,2995,2518
2025-08-31,BR,4812,35686,4872,36752,7.4160432252701582,1.0124688279301748,-0.64532837670615728,2.6967165419783887,3240,2029,2640
2025-09-07,BR,5479,39684,5651,41534,7.2429275415221763,1.0313925898886658,-1.3168857981014535,2.4260996532213919,3437,1964,3377
2025-09-14,BR,4880,36840,4993,38470,7.5491803278688518,1.0231557377049185,-0.98593098054579875,2.6559631147540994,3297,1939,2844
2025-09-21,BR,4976,35877,5060,37338,7.2100080385852063,1.0168810289389068,-0.74984983699658281,2.372608520900322,3318,2060,2763
2025-09-28,BR,4190,32767,4214,33912,7.8202863961813813,1.0057279236276853,-0.50823199963816323,2.70252983293556,2969,1888,2186
2025-10-05,BR,4762,34858,4875,36391,7.3200335993280143,1.023729525409492,-0.19338634829715096,2.6380932381352373,3369,2367,2245
2025-10-12,BR,4925,35538,5052,37265,7.2158375634517782,1.0257868020304568,-0.10106530370625566,2.6563654822335021,3388,2497,2229
2025-10-19,BR,5153,37309,5233,38495,7.2402483989908788,1.0155249369299442,-0.27520636065564452,2.6792159906850372,3518,2481,2550
2025-10-26,BR,6198,45290,6362,46663,7.3071958696353638,1.0264601484349796,-1.5302966909627018,2.4475153275250072,3815,2207,3839
2025-11-02,BR,6943,48867,7352,50436,7.038311968889527,1.0589082529166067,-0.2286612769628322,2.7120985164914311,4627,3272,3435
2025-11-09,BR,7313,51866,7750,54202,7.092301381102148,1.0597565978394643,-0.65269329566186107,2.5619308081498695,4842,2943,4151
2025-11-16,BR,6472,45675,6657,47061,7.0573238566131042,1.0285846724351055,-0.87414978223458961,2.5154666254635352,4124,2428,3867
2025-11-23,BR,5409,38987,5518,40291,7.207801811795159,1.0201515991865417,-1.0038153757324126,2.6042521723054182,3593,2052,3247
2025-11-30,BR,4450,33378,4524,34631,7.5006741573033713,1.0166292134831467,-0.65170861914379241,2.6071685393258437,2984,1859,2497
2025-12-07,BR,4514,33627,4691,34860,7.449490474080636,1.0392113424900309,-0.90086850480504077,2.67306158617634,3096,1770,2612
2025-12-14,BR,4641,34923,4786,36368,7.524886877828056,1.0312432665373843,-0.90244074175688038,2.5537599655246717,3082,1839,2718
2025-12-21,BR,3157,23391,3196,24325,7.4092492872980689,1.0123535001583783,-1.0923810646827632,2.732214127336078,2179,1144,1931
2025-12-28,BR,2944,22448,2982,23212,7.6249999999999991,1.0129076086956523,-1.5632007212583909,2.871603260869565,1994,926,1943
2026-01-04,BR,3696,26586,3759,27520,7.1931818181818192,1.0170454545454544,-1.088354693270865,2.6262175324675323,2487,1276,2326
2026-01-11,BR,3881,28536,3922,29794,7.3527441381087355,1.0105642875547547,-0.51728444845519261,2.5483895903117753,2679,1728,2034
2026-01-18,BR,4276,31767,4324,33280,7.4291393826005612,1.0112254443405047,-0.41061281084996049,2.6550046772684746,3073,2028,2122
2026-01-25,BR,4211,30896,4263,31727,7.3369745903585848,1.0123486107812871,-0.53890694595804656,2.6483020660175725,2880,1823,2267
2026-02-01,BR,4337,32998,4391,34301,7.608485127968641,1.0124510029974638,-0.62741439995349335,2.5794327876412257,3061,1905,2293
2026-02-08,BR,3890,29157,3992,30427,7.49537275064267,1.0262210796915168,-0.50961653557955966,2.6684832904884321,2705,1799,1973
2026-02-15,BR,3938,26419,4010,27412,6.7087353986795337,1.0182833925850683,0.05302491114418531,2.7234382935500254,2806,2041,1776
2026-02-22,BR,4599,34670,4676,36084,7.5385953468145219,1.0167427701674279,-0.56037167446775671,2.6384431398130026,3191,2061,2397
2026-03-01,BR,3730,28543,3771,29346,7.6522788203753365,1.0109919571045576,-0.75335227020080131,2.6567828418230555,2714,1511,2116
2026-03-08,BR,5033,37281,5095,38347,7.4073117424995027,1.012318696602424,-0.70912160643269728,2.5791178223723428,3376,2022,2863
2026-03-15,BR,4328,33447,4381,34711,7.7280499075785585,1.0122458410351207,-0.62274277294842673,2.5724121996303149,2942,1821,2417
2026-03-22,BR,4299,33727,4346,35089,7.8453128634566154,1.0109327750639685,-0.88439650423554383,2.5481507327285415,3115,1701,2454
2026-03-29,BR,3539,27994,3572,28998,7.9101441085052278,1.009324667985307,-0.59941770994996257,2.80762927380616,2561,1545,1874
2026-04-05,BR,3813,29801,3853,31060,7.81563073695253,1.0104904274849207,-0.44207827235021885,2.7250721216889597,2735,1738,1970
2026-04-12,BR,4231,31458,4299,32909,7.4351217206334175,1.0160718506263293,-0.48556741492112782,2.6267785393523981,2953,1832,2273
2026-04-19,BR,3822,27860,3845,29254,7.2893772893772892,1.0060177917320776,-0.4780408887752437,2.7547619047619047,2676,1669,1995
2026-04-26,BR,3643,28024,3705,29087,7.6925610760362346,1.0170189404337084,-0.51512000143893155,2.7441668954158667,2626,1584,1936
2026-05-03,BR,4670,34064,4794,35183,7.29421841541756,1.0265524625267659,-1.0030187603644196,2.6706423982869381,3218,1747,2779
2026-05-10,BR,4544,34243,4595,35663,7.53587147887324,1.0112235915492964,-0.53531818393265551,2.7628301056338036,3056,1973,2448
2026-05-17,BR,4259,32983,4336,34130,7.7443061751584885,1.01807936135243,-0.55065350278759639,2.648015966189246,2928,1806,2329
2026-05-24,BR,4686,35583,4730,37477,7.5934699103713177,1.0093896713615023,-0.75173148888233265,2.6883696116090481,3305,1990,2602
2026-05-31,BR,4091,30769,4176,32387,7.5211439745783473,1.0207773160596434,-0.74545751477183408,2.59753116597409,2815,1751,2254
2026-06-07,BR,3762,28970,3805,29931,7.7006911217437537,1.0114300903774589,-0.472060083672921,2.6246145667198317,2583,1752,1874
2026-06-14,BR,4037,30385,4061,31378,7.5266286846668313,1.0059450086698043,-0.47650494554250217,2.6704731236066386,2771,1810,2105
2026-06-21,BR,3813,28763,3855,29795,7.5434041437188553,1.0110149488591662,-0.57066864775208614,2.7208234985575674,2560,1664,2049
2026-06-28,BR,3592,27996,3624,28880,7.7939866369710442,1.0089086859688199,-0.51740369912794615,2.8828229398663692,2446,1563,1904
2026-07-05,BR,3285,25571,3322,26815,7.7841704718417031,1.0112633181126329,-0.87256867441410624,2.6687366818873679,2128,1232,1948
2026-07-12,BR,3919,29470,3964,30956,7.5197754529216638,1.0114825210512892,-0.76530287823884791,2.6358764991069159,2435,1527,2287
2026-07-19,BR,4227,30534,4278,31549,7.2235628105039016,1.0120652945351314,-0.49734947643153493,2.6445942748994562,2696,1802,2303
2026-07-26,BR,5303,37348,5341,38511,7.0428059588911944,1.0071657552328872,-0.53125502654297252,2.6084857627757869,3541,2298,2851
2026-08-02,BR,5010,36072,5056,37911,7.2,1.0091816367265471,-0.3847913046781985,2.7108383233532933,3212,2203,2674
2026-08-09,BR,4261,32322,4306,33907,7.5855432996949075,1.0105609011969023,-0.70337101999674512,2.7402018305562064,2676,1664,2434
2026-08-16,BR,4877,36256,4916,38040,7.4340783268402708,1.0079967192946488,-0.66738871294248625,2.5993848677465645,3228,2048,2694
2026-08-23,BR,1808,13407,1819,14374,7.41537610619469,1.00608407079646,-0.645065821848131,2.5188606194690264,1182,819,949
2023-01-01,CA,4459,22863,4620,23610,5.12738282126037,1.0361067503924652,-0.718189475890009,2.8799730881363561,2664,1940,2450
2023-01-08,CA,7096,35602,7481,36398,5.01719278466742,1.0542559188275085,-0.61828932061702824,3.0501832018038293,4212,3034,3844
2023-01-15,CA,6148,31999,6324,32730,5.2047820429407938,1.0286271958360447,-0.26283818044851642,3.1543103448275867,3740,2880,3050
2023-01-22,CA,6445,34573,6879,35713,5.3643134212567904,1.0673390224980603,-0.44979926832482142,3.1082544608223426,3845,2981,3321
2023-01-29,CA,6242,32828,6712,34200,5.2592117910925964,1.0752963793655876,-0.68037432471661063,3.0442966997757135,3577,2781,3258
2023-02-05,CA,7162,37462,7601,38948,5.2306618263055036,1.0612957274504327,-0.57635783940987928,3.2656101647584461,3926,3091,3851
2023-02-12,CA,7219,37370,7690,38392,5.1766172600083129,1.0652444936971879,-0.685880061217758,3.0175232026596492,3893,2903,4169
2023-02-19,CA,6378,33070,6770,34183,5.1850109752273426,1.0614612731263713,-0.40876726442771566,3.0321103794292896,3601,2801,3386
2023-02-26,CA,6779,35984,7190,37820,5.3081575453606717,1.0606284112700985,-0.20862691825681268,3.1503171559227021,3747,3380,3223
2023-03-05,CA,7258,37445,7783,38728,5.1591347478644227,1.0723339763020114,-0.2235513103484526,3.0588316340589707,3978,3456,3612
2023-03-12,CA,6365,34544,6750,35876,5.4271798900235657,1.060487038491752,-0.26394098349956691,3.1272584446190108,3503,3037,3233
2023-03-19,CA,8738,44958,9455,46702,5.1451132982375807,1.0820553902494852,-0.49683233635511642,3.0206340123598094,4977,3765,4722
2023-03-26,CA,11085,60205,11980,62352,5.4312133513757335,1.0807397383852053,-0.6059863186894282,3.0316914749661708,6207,4788,6059
2023-04-02,CA,9895,53403,10540,55156,5.3969681657402733,1.0651844365841339,-0.61027323981239,3.1731783729156149,5649,4300,5368
2023-04-09,CA,9435,49341,9990,51300,5.2295707472178057,1.0588235294117649,-0.2185498166692538,3.1411234764175942,5564,4569,4624
2023-04-16,CA,10293,56615,11126,58558,5.500340036918292,1.0809287865539685,-0.52263781286434,3.2699407364228104,5891,4618,5445
2023-04-23,CA,10249,55173,11064,56661,5.3832569031124979,1.0795199531661626,-0.47991332400224,3.2460825446385018,5974,4720,5323
2023-04-30,CA,10942,56310,11977,58188,5.1462255529153715,1.094589654542131,-0.10820600191170007,3.0137452019740456,6162,5526,5180
2023-05-07,CA,10607,55731,11377,57475,5.254171773357216,1.0725935702837748,-0.40352070779549432,3.0631281229376834,6239,4965,5422
2023-05-14,CA,10528,54707,11422,56650,5.1963335866261415,1.0849164133738598,-0.30010633157724931,3.0487272036474176,6148,4881,5380
2023-05-21,CA,8598,45066,9132,46524,5.2414515003489175,1.0621074668527568,-0.070029955908834221,3.1671318911374731,5033,4306,4083
2023-05-28,CA,8843,48099,9317,49660,5.4392174601379617,1.0536017188736848,-0.1532523744032068,3.1907158204229336,5269,4336,4289
2023-06-04,CA,11043,57708,11634,59703,5.2257538712306415,1.0535180657430054,-0.54023833258123288,3.1276736394095797,6638,4618,6114
2023-06-11,CA,10452,55764,11048,57493,5.3352468427095321,1.0570225794106389,-0.46517013523348738,3.2421546115575972,6238,4614,5582
2023-06-18,CA,10889,59375,11844,61441,5.452750482137934,1.087703186702176,-0.53705674995895936,3.318807971347232,6006,4513,6095
2023-06-25,CA,9549,52569,10206,53993,5.50518378887842,1.0688030160226205,-0.3288215166336993,3.1266415331448307,5737,4268,4945
2023-07-02,CA,8183,43228,8627,44720,5.2826591714530142,1.0542588292802151,-0.37895190580505272,3.2238298912379313,4951,3649,4296
2023-07-09,CA,9173,49585,9742,51063,5.4055379919328468,1.062029870271449,-0.16167350470332309,3.06859260874305,5524,4593,4356
2023-07-16,CA,8677,46474,9159,47778,5.3559986170335359,1.0555491529330416,-0.38619321805289442,3.12608044254927,5173,3973,4473
2023-07-23,CA,7916,42652,8404,44677,5.3880747852450721,1.0616472966144521,-0.37249163121329487,3.1925214754926738,4667,3640,3979
2023-07-30,CA,7442,40321,7862,41810,5.4180327868852469,1.0564364418167158,-0.041937314370848133,3.1761488847084105,4402,3711,3546
2023-08-06,CA,7055,38057,7442,39305,5.394330262225373,1.0548547129695245,-0.26797118093771477,3.2519347980155926,4191,3380,3495
2023-08-13,CA,8589,44660,9110,45885,5.1996740016299912,1.0606589824193737,-1.0986862467684271,3.1382349516823829,4918,3259,5201
2023-08-20,CA,8762,46136,9322,47516,5.26546450582059,1.0639123487788174,-0.62699432598996363,3.2054896142433238,5206,3760,4790
2023-08-27,CA,8235,44261,8734,45500,5.3747419550698226,1.0605950212507591,-0.45491460865944144,3.0791742562234368,4968,3624,4376
2023-09-03,CA,8309,44085,8897,45421,5.3056926224575749,1.0707666385846679,-0.311750677799067,3.075941749909735,4935,3892,4218
2023-09-10,CA,10757,54140,11471,55531,5.0330017662917186,1.066375383471228,-0.66482725799805231,3.03337361717951,6285,4435,6009
2023-09-17,CA,14842,71517,15856,73041,4.8185554507478727,1.0683196334725777,-1.2225607135484675,2.7337622961864971,8097,5413,9030
2023-09-24,CA,13383,65346,14274,66908,4.8827617126204848,1.0665770006724953,-1.1208193517432004,2.7855338862736314,7549,4958,8084
2023-10-01,CA,9482,50802,10168,51988,5.3577304366167491,1.0723476059902965,-0.61701989071366625,3.1085003163889486,5582,4056,5168
2023-10-08,CA,9600,49281,10217,50563,5.1334374999999994,1.0642708333333333,-0.76835536484965816,3.0443645833333344,5507,3932,5431
2023-10-15,CA,9660,49910,10300,51061,5.1666666666666661,1.0662525879917184,-0.74287547670220744,2.9563250517598352,5518,4051,5396
2023-10-22,CA,9466,50745,10123,52042,5.3607648425945467,1.0694062962180435,-0.65966193538888462,3.0099725332769922,5418,3786,5441
2023-10-29,CA,9337,48653,9873,50297,5.21077433865267,1.0574060190639398,-0.40177337621496428,3.0108064688872225,5338,4282,4841
2023-11-05,CA,10376,53852,11138,56372,5.190053970701622,1.0734387047031615,-0.69468710468230943,2.9989494988434848,5681,4357,5789
2023-11-12,CA,9251,48974,9924,51341,5.2939141714409264,1.0727488920116739,-0.58020128070616794,3.0920008647713764,5286,4062,5003
2023-11-19,CA,8749,45598,9369,46682,5.2117956337867177,1.0708652417419133,-0.68460579499545926,3.0543833580980673,4911,3670,4851
2023-11-26,CA,8128,43023,8632,44375,5.29318405511811,1.0620078740157477,-0.751419880178368,3.1514517716535431,4579,3484,4498
2023-12-03,CA,8223,42615,8792,43428,5.1824151769427242,1.0691961571202724,-0.64528644590926643,3.1839353034172451,4704,3514,4505
2023-12-10,CA,7881,42690,8417,43640,5.4168252759802042,1.0680116736454761,-0.43667226056825648,3.3655754345895192,4344,3463,4249
2023-12-17,CA,6998,37600,7405,38347,5.3729637039154046,1.0581594741354676,-0.51356287724249627,3.2767362103458129,4140,3281,3527
2023-12-24,CA,4370,23081,4615,23755,5.2816933638443953,1.0560640732265449,-0.47153059861739866,3.253135011441648,2564,2046,2216
2023-12-31,CA,5531,30185,5934,30925,5.45742180437534,1.0728620502621584,-0.61192494672945408,3.2298499367203042,3208,2430,2968
2024-01-07,CA,7282,39199,7756,39887,5.3829991760505367,1.0650920076901951,-0.64211481191080844,3.1551908816259253,4219,3171,3888
2024-01-14,CA,7637,39863,8106,41139,5.21971978525599,1.0614115490375802,-0.42788428024381731,3.1932696084850063,4500,3599,3859
2024-01-21,CA,8681,47088,9228,48125,5.4242598778942526,1.0630111738278998,-0.87165613663832731,3.3884921092040092,5077,3537,4954
2024-01-28,CA,8816,46155,9525,47198,5.2353675136116147,1.0804219600725959,-0.76638932640073809,3.4728788566243187,4988,3815,4795
2024-02-04,CA,8758,46305,9392,47717,5.28716601963919,1.0723909568394612,-0.34979266807934067,3.215757022151176,5151,4150,4379
2024-02-11,CA,9320,48455,10091,50127,5.1990343347639483,1.0827253218884128,-0.4375559884593383,3.1165128755364813,5406,4180,4937
2024-02-18,CA,8800,45913,9379,46951,5.2173863636363622,1.065795454545454,-0.43437368701060963,3.2728977272727269,5074,3934,4593
2024-02-25,CA,10375,54228,10970,55130,5.226795180722891,1.0573493975903629,-0.27122715254971996,3.1434891566265049,6026,4770,5356
2024-03-03,CA,9701,51082,10423,52396,5.2656427172456439,1.0744253169776303,-0.607013750675293,3.1908566127203386,5933,4286,5100
2024-03-10,CA,9038,47139,9531,48474,5.2156450542155373,1.0545474662535956,-0.232910557923446,3.0089732241646385,5155,4216,4642
2024-03-17,CA,8565,46757,9068,48312,5.4590776415645061,1.0587273788674831,-0.364601797119301,3.18059544658494,4968,3833,4531
2024-03-24,CA,8001,42571,8456,43576,5.3207099112610887,1.05686789151356,-0.30740091061802688,3.0737657792775894,4634,3730,4077
2024-03-31,CA,7834,41606,8377,42587,5.31095225938218,1.0693132499361757,-0.45608988369926856,3.1867500638243547,4514,3720,3941
2024-04-07,CA,8810,45856,9393,47224,5.2049943246311008,1.066174801362088,-0.26704192798625143,3.1419069239500574,4966,4073,4483
2024-04-14,CA,8099,43535,8618,44825,5.3753549820965549,1.0640819854302999,-0.37916489618270632,3.1805408075070996,4709,3776,4127
2024-04-21,CA,8413,43628,8848,44708,5.1857839058599771,1.0517056935694764,-0.28351376855942051,3.1758706763342457,4674,4057,4197
2024-04-28,CA,8712,45680,9181,46962,5.243342516069788,1.0538337924701557,-0.66097220550483415,2.7225780532598702,4873,3809,4722
2024-05-05,CA,8810,46944,9355,48427,5.3284903518728735,1.0618615209988658,-0.42803890898101221,2.8759477866061287,5286,3969,4664
2024-05-12,CA,8881,47286,9363,48445,5.324400405359758,1.0542731674361,-0.19508242086001107,3.0105843936493621,5208,4323,4317
2024-05-19,CA,7580,39491,8153,40716,5.2098944591029053,1.0755936675461752,-0.30251994226633072,3.0269788918205807,4392,3703,3709
2024-05-26,CA,8084,43364,8490,44402,5.3641761504205849,1.0502226620484905,-0.46461766405216404,3.0685922810489865,4633,3661,4250
2024-06-02,CA,9238,47467,9867,48690,5.1382333838493217,1.0680883308075342,-0.19367919051783936,3.1181099805152632,5253,4399,4636
